species_slug,BL,WL,under_sampled,red_list,cert_list,lists
festuca-altissima,0,0,0,1,0,['red_list']
festuca-amethystina,0,0,0,1,0,['red_list']
festuca-arundinacea,0,0,0,1,1,['red_list' 'cert_list']
festuca-brevipila,0,0,1,1,0,['under_sampled' 'red_list']
festuca-filiformis,0,0,1,1,0,['under_sampled' 'red_list']
festuca-gigantea,0,0,0,1,0,['red_list']
festuca-guestfalica,0,0,0,1,0,['red_list']
festuca-halleri,0,0,2,2,0,['under_sampled' 'red_list']
festuca-heteromalla,0,0,0,1,0,['red_list']
festuca-heteropachys,0,0,0,1,0,['red_list']
festuca-heterophylla,0,0,0,1,0,['red_list']
festuca-intercedens,0,0,1,1,0,['under_sampled' 'red_list']
festuca-laevigata,0,0,1,2,0,['under_sampled' 'red_list']
festuca-lemanii,0,0,0,1,0,['red_list']
festuca-melanopsis,0,0,0,1,0,['red_list']
festuca-nigrescens,0,0,0,1,0,['red_list']
festuca-norica,0,0,0,1,0,['red_list']
festuca-ovina,0,0,0,2,0,['red_list']
festuca-pallens,0,0,0,1,0,['red_list']
festuca-paniculata,0,0,0,1,0,['red_list']
festuca-pratensis,0,0,0,3,1,['red_list' 'cert_list']
festuca-pseudodura,0,0,0,1,0,['red_list']
festuca-pulchella,0,0,0,3,0,['red_list']
festuca-quadriflora,0,0,0,1,0,['red_list']
festuca-rubra,0,0,0,2,1,['red_list' 'cert_list']
festuca-rupicaprina,0,0,1,1,0,['under_sampled' 'red_list']
festuca-rupicola,0,0,1,1,0,['under_sampled' 'red_list']
festuca-scabriculmis,0,0,0,1,0,['red_list']
festuca-stenantha,0,0,1,1,0,['under_sampled' 'red_list']
festuca-ticinensis,0,0,1,1,0,['under_sampled' 'red_list']
festuca-trichophylla,0,0,0,1,0,['red_list']
festuca-valesiaca,0,0,0,2,1,['red_list' 'cert_list']
festuca-varia,0,0,0,1,0,['red_list']
festuca-violacea,0,0,0,2,0,['red_list']
ficus-carica,0,0,0,1,0,['red_list']
filago-arvensis,0,0,0,1,0,['red_list']
filago-gallica,0,0,0,1,0,['red_list']
filago-lutescens,0,0,1,1,0,['under_sampled' 'red_list']
filago-minima,0,0,0,1,0,['red_list']
filago-pyramidata,0,0,0,1,0,['red_list']
filago-vulgaris,0,0,0,1,0,['red_list']
filipendula-ulmaria,0,0,0,1,1,['red_list' 'cert_list']
filipendula-vulgaris,0,0,0,1,0,['red_list']
fimbristylis-annua,0,0,0,1,0,['red_list']
fourraea-alpina,0,0,0,1,0,['red_list']
fragaria-moschata,0,0,0,1,0,['red_list']
fragaria-vesca,0,0,0,1,1,['red_list' 'cert_list']
fragaria-viridis,0,0,0,1,0,['red_list']
frangula-alnus,0,0,0,1,1,['red_list' 'cert_list']
fraxinus-excelsior,0,0,0,1,1,['red_list' 'cert_list']
fraxinus-ornus,0,0,0,1,1,['red_list' 'cert_list']
fritillaria-meleagris,0,0,0,1,0,['red_list']
fumana-ericoides,0,0,0,1,0,['red_list']
fumana-procumbens,0,0,0,1,0,['red_list']
fumaria-capreolata,0,0,0,1,0,['red_list']
fumaria-officinalis,0,0,0,3,0,['red_list']
fumaria-schleicheri,0,0,0,1,0,['red_list']
fumaria-vaillantii,0,0,0,1,0,['red_list']
gagea-fragifera,0,0,0,1,0,['red_list']
gagea-lutea,0,0,0,1,0,['red_list']
gagea-minima,0,0,0,1,0,['red_list']
gagea-pratensis,0,0,0,1,0,['red_list']
gagea-saxatilis,0,0,0,1,0,['red_list']
gagea-villosa,0,0,0,1,0,['red_list']
galanthus-nivalis,0,0,0,1,1,['red_list' 'cert_list']
galega-officinalis,0,1,0,0,0,['WL']
galeopsis-angustifolia,0,0,0,1,0,['red_list']
galeopsis-bifida,0,0,0,1,0,['red_list']
galeopsis-ladanum,0,0,0,1,0,['red_list']
galeopsis-pubescens,0,0,0,1,0,['red_list']
galeopsis-segetum,0,0,0,1,0,['red_list']
galeopsis-speciosa,0,0,0,1,0,['red_list']
galeopsis-tetrahit,0,0,0,1,1,['red_list' 'cert_list']
galium-album,0,0,0,1,0,['red_list']
galium-anisophyllon,0,0,0,1,1,['red_list' 'cert_list']
galium-aparine,0,0,0,1,1,['red_list' 'cert_list']
galium-aristatum,0,0,0,1,0,['red_list']
galium-boreale,0,0,0,1,0,['red_list']
galium-elongatum,0,0,0,1,0,['red_list']
galium-glaucum,0,0,0,1,0,['red_list']
galium-laevigatum,0,0,0,1,0,['red_list']
galium-lucidum,0,0,0,1,0,['red_list']
galium-megalospermum,0,0,0,1,0,['red_list']
galium-mollugo,0,0,0,2,1,['red_list' 'cert_list']
galium-odoratum,0,0,0,1,1,['red_list' 'cert_list']
galium-palustre,0,0,0,1,0,['red_list']
galium-parisiense,0,0,0,1,0,['red_list']
galium-pumilum,0,0,0,1,0,['red_list']
galium-rotundifolium,0,0,0,1,0,['red_list']
galium-rubrum,0,0,0,1,0,['red_list']
galium-saxatile,0,0,0,1,0,['red_list']
galium-spurium,0,0,0,1,0,['red_list']
galium-sylvaticum,0,0,0,1,0,['red_list']
galium-tricornutum,0,0,1,1,0,['under_sampled' 'red_list']
galium-triflorum,0,0,0,1,0,['red_list']
galium-uliginosum,0,0,0,1,0,['red_list']
galium-verum,0,0,0,3,1,['red_list' 'cert_list']
gaudinia-fragilis,0,0,0,1,0,['red_list']
genista-germanica,0,0,0,1,0,['red_list']
genista-pilosa,0,0,0,1,0,['red_list']
genista-radiata,0,0,0,1,0,['red_list']
genista-sagittalis,0,0,0,1,0,['red_list']
genista-tinctoria,0,0,0,1,0,['red_list']
gentiana-acaulis,0,0,0,1,1,['red_list' 'cert_list']
gentiana-alpina,0,0,0,1,0,['red_list']
gentiana-amarella,0,0,0,1,0,['red_list']
gentiana-anisodonta,0,0,1,1,0,['under_sampled' 'red_list']
gentiana-asclepiadea,0,0,0,1,0,['red_list']
gentiana-aspera,0,0,1,1,0,['under_sampled' 'red_list']
gentiana-bavarica,0,0,0,3,0,['red_list']
gentiana-brachyphylla,0,0,0,1,0,['red_list']
gentiana-campestris,0,0,0,3,1,['red_list' 'cert_list']
gentiana-ciliata,0,0,0,1,0,['red_list']
gentiana-clusii,0,0,0,1,1,['red_list' 'cert_list']
gentiana-cruciata,0,0,0,1,0,['red_list']
gentiana-engadinensis,0,0,0,1,0,['red_list']
gentiana-germanica,0,0,0,1,1,['red_list' 'cert_list']
gentiana-insubrica,0,0,0,1,0,['red_list']
gentiana-lutea,0,0,0,1,1,['red_list' 'cert_list']
gentiana-nivalis,0,0,0,1,0,['red_list']
gentiana-orbicularis,0,0,0,1,0,['red_list']
gentiana-pannonica,0,0,0,1,0,['red_list']
gentiana-pneumonanthe,0,0,0,1,0,['red_list']
gentiana-prostrata,0,0,0,1,0,['red_list']
gentiana-punctata,0,0,0,1,1,['red_list' 'cert_list']
gentiana-purpurea,0,0,0,1,1,['red_list' 'cert_list']
gentiana-ramosa,0,0,0,1,0,['red_list']
gentiana-schleicheri,0,0,0,1,0,['red_list']
gentiana-tenella,0,0,0,1,0,['red_list']
gentiana-utriculosa,0,0,0,1,0,['red_list']
gentiana-verna,0,0,0,1,1,['red_list' 'cert_list']
geranium-bohemicum,0,0,0,1,0,['red_list']
geranium-columbinum,0,0,0,1,0,['red_list']
geranium-dissectum,0,0,0,1,0,['red_list']
geranium-divaricatum,0,0,0,1,0,['red_list']
geranium-lucidum,0,0,0,1,0,['red_list']
geranium-molle,0,0,0,1,0,['red_list']
geranium-nodosum,0,0,0,1,0,['red_list']
geranium-palustre,0,0,0,1,0,['red_list']
geranium-phaeum,0,0,0,1,0,['red_list']
geranium-pratense,0,0,0,1,0,['red_list']
geranium-pusillum,0,0,0,1,0,['red_list']
geranium-pyrenaicum,0,0,0,1,1,['red_list' 'cert_list']
geranium-rivulare,0,0,0,1,0,['red_list']
geranium-robertianum,0,0,0,3,1,['red_list' 'cert_list']
geranium-rotundifolium,0,0,0,1,1,['red_list' 'cert_list']
geranium-sanguineum,0,0,0,1,1,['red_list' 'cert_list']
geranium-sylvaticum,0,0,0,1,1,['red_list' 'cert_list']
geum-montanum,0,0,0,1,1,['red_list' 'cert_list']
geum-reptans,0,0,0,1,0,['red_list']
geum-rivale,0,0,0,1,1,['red_list' 'cert_list']
geum-urbanum,0,0,0,1,1,['red_list' 'cert_list']
gladiolus-imbricatus,0,0,0,1,0,['red_list']
gladiolus-italicus,0,0,0,1,0,['red_list']
gladiolus-palustris,0,0,0,1,0,['red_list']
glaucium-flavum,0,0,0,1,0,['red_list']
glechoma-hederacea,0,0,0,3,1,['red_list' 'cert_list']
globularia-bisnagarica,0,0,0,1,0,['red_list']
globularia-cordifolia,0,0,0,1,1,['red_list' 'cert_list']
globularia-nudicaulis,0,0,0,1,1,['red_list' 'cert_list']
glyceria-declinata,0,0,0,1,0,['red_list']
glyceria-fluitans,0,0,0,1,0,['red_list']
glyceria-maxima,0,0,0,1,0,['red_list']
glyceria-notata,0,0,0,1,0,['red_list']
gnaphalium-hoppeanum,0,0,0,1,0,['red_list']
gnaphalium-luteoalbum,0,0,0,1,0,['red_list']
gnaphalium-norvegicum,0,0,0,1,0,['red_list']
gnaphalium-supinum,0,0,0,1,1,['red_list' 'cert_list']
gnaphalium-sylvaticum,0,0,0,1,1,['red_list' 'cert_list']
gnaphalium-uliginosum,0,0,0,1,0,['red_list']
goodyera-repens,0,0,0,1,0,['red_list']
gratiola-officinalis,0,0,0,1,0,['red_list']
groenlandia-densa,0,0,0,1,0,['red_list']
gymnadenia-conopsea,0,0,0,1,1,['red_list' 'cert_list']
gymnadenia-odoratissima,0,0,0,1,0,['red_list']
gymnocarpium-dryopteris,0,0,0,1,0,['red_list']
gymnocarpium-robertianum,0,0,0,1,0,['red_list']
gypsophila-muralis,0,0,0,1,0,['red_list']
gypsophila-repens,0,0,0,1,1,['red_list' 'cert_list']
hammarbya-paludosa,0,0,0,1,0,['red_list']
hedera-helix,0,0,0,1,1,['red_list' 'cert_list']
hedysarum-hedysaroides,0,0,0,1,1,['red_list' 'cert_list']
helianthemum-alpestre,0,0,0,1,1,['red_list' 'cert_list']
helianthemum-apenninum,0,0,1,1,0,['under_sampled' 'red_list']
helianthemum-canum,0,0,0,1,0,['red_list']
helianthemum-nummularium,0,0,1,6,1,['under_sampled' 'red_list' 'cert_list']
helianthemum-salicifolium,0,0,0,1,0,['red_list']
helianthus-tuberosus,0,1,0,0,0,['WL']
helictotrichon-pratense,0,0,0,1,0,['red_list']
helictotrichon-pubescens,0,0,0,3,1,['red_list' 'cert_list']
helictotrichon-versicolor,0,0,0,1,0,['red_list']
heliotropium-europaeum,0,0,0,1,0,['red_list']
helleborus-foetidus,0,0,0,1,1,['red_list' 'cert_list']
helleborus-niger,0,0,0,1,0,['red_list']
helleborus-viridis,0,0,0,1,0,['red_list']
hepatica-nobilis,0,0,0,1,0,['red_list']
heracleum-austriacum,0,0,0,1,0,['red_list']
heracleum-mantegazzianum,1,0,0,0,0,['BL']
heracleum-sphondylium,0,0,1,5,1,['under_sampled' 'red_list' 'cert_list']
herminium-monorchis,0,0,0,1,0,['red_list']
herniaria-alpina,0,0,0,1,0,['red_list']
herniaria-glabra,0,0,0,1,1,['red_list' 'cert_list']
herniaria-hirsuta,0,0,0,1,0,['red_list']
heteropogon-contortus,0,0,0,1,0,['red_list']
hieracium-alpicola,0,0,0,1,0,['red_list']
hieracium-alpinum,0,0,0,1,0,['red_list']
hieracium-amplexicaule,0,0,0,1,0,['red_list']
hieracium-angustifolium,0,0,0,1,0,['red_list']
hieracium-aurantiacum,0,0,0,1,0,['red_list']
hieracium-bauhinii,0,0,0,1,0,['red_list']
hieracium-bifidum,0,0,1,1,0,['under_sampled' 'red_list']
hieracium-bupleuroides,0,0,0,1,0,['red_list']
hieracium-caesium,0,0,0,1,0,['red_list']
hieracium-caespitosum,0,0,0,1,0,['red_list']
hieracium-cymosum,0,0,0,1,0,['red_list']
hieracium-glanduliferum,0,0,0,1,0,['red_list']
hieracium-glaucinum,0,0,0,1,0,['red_list']
hieracium-glaucum,0,0,1,1,0,['under_sampled' 'red_list']
hieracium-hoppeanum,0,0,0,1,0,['red_list']
hieracium-humile,0,0,0,1,0,['red_list']
hieracium-intybaceum,0,0,0,1,0,['red_list']
hieracium-lachenalii,0,0,0,1,0,['red_list']
hieracium-lactucella,0,0,0,1,0,['red_list']
hieracium-laevigatum,0,0,0,1,0,['red_list']
hieracium-murorum,0,0,0,1,1,['red_list' 'cert_list']
hieracium-peletierianum,0,0,0,1,0,['red_list']
hieracium-pictum,0,0,0,1,0,['red_list']
hieracium-piliferum,0,0,0,2,0,['red_list']
hieracium-pilosella,0,0,0,1,1,['red_list' 'cert_list']
hieracium-piloselloides,0,0,0,1,0,['red_list']
hieracium-pilosum,0,0,0,1,0,['red_list']
hieracium-prenanthoides,0,0,0,1,0,['red_list']
hieracium-racemosum,0,0,1,1,0,['under_sampled' 'red_list']
hieracium-sabaudum,0,0,0,1,0,['red_list']
hieracium-saussureoides,0,0,1,1,0,['under_sampled' 'red_list']
hieracium-schmidtii,0,0,1,1,0,['under_sampled' 'red_list']
hieracium-staticifolium,0,0,0,1,0,['red_list']
hieracium-tomentosum,0,0,0,1,0,['red_list']
hieracium-umbellatum,0,0,0,1,0,['red_list']
hieracium-villosum,0,0,0,2,1,['red_list' 'cert_list']
hierochloë-odorata,0,0,0,1,0,['red_list']
himantoglossum-hircinum,0,0,0,1,0,['red_list']
himantoglossum-robertianum,0,0,0,1,0,['red_list']
hippocrepis-comosa,0,0,0,1,1,['red_list' 'cert_list']
hippocrepis-emerus,0,0,0,1,0,['red_list']
hippophaë-rhamnoides,0,0,0,1,1,['red_list' 'cert_list']
hippuris-vulgaris,0,0,0,1,0,['red_list']
holcus-lanatus,0,0,0,1,1,['red_list' 'cert_list']
holcus-mollis,0,0,0,1,0,['red_list']
holosteum-umbellatum,0,0,0,1,0,['red_list']
homogyne-alpina,0,0,0,1,1,['red_list' 'cert_list']
hordelymus-europaeus,0,0,0,1,0,['red_list']
hordeum-murinum,0,0,0,3,1,['red_list' 'cert_list']
hordeum-secalinum,0,0,0,1,0,['red_list']
horminum-pyrenaicum,0,0,0,1,0,['red_list']
hornungia-petraea,0,0,0,1,0,['red_list']
hottonia-palustris,0,0,0,1,0,['red_list']
hugueninia-tanacetifolia,0,0,0,1,0,['red_list']
humulus-lupulus,0,0,0,1,1,['red_list' 'cert_list']
huperzia-selago,0,0,0,1,1,['red_list' 'cert_list']
hydrocharis-morsus-ranae,0,0,0,1,0,['red_list']
hydrocotyle-ranunculoides,1,0,0,0,0,['BL']
hydrocotyle-vulgaris,0,0,0,1,0,['red_list']
hymenolobus-pauciflorus,0,0,0,1,0,['red_list']
hyoscyamus-niger,0,0,1,1,0,['under_sampled' 'red_list']
hypericum-androsaemum,0,0,0,1,0,['red_list']
hypericum-coris,0,0,0,1,0,['red_list']
hypericum-hirsutum,0,0,0,1,0,['red_list']
hypericum-humifusum,0,0,0,1,0,['red_list']
hypericum-maculatum,0,0,1,3,0,['under_sampled' 'red_list']
hypericum-montanum,0,0,0,1,0,['red_list']
hypericum-perforatum,0,0,0,3,1,['red_list' 'cert_list']
hypericum-pulchrum,0,0,0,1,0,['red_list']
hypericum-richeri,0,0,0,1,0,['red_list']
hypericum-tetrapterum,0,0,0,1,0,['red_list']
hypericum-×desetangsii,0,0,0,1,0,['red_list']
hypochaeris-glabra,0,0,1,1,0,['under_sampled' 'red_list']
hypochaeris-maculata,0,0,0,1,0,['red_list']
hypochaeris-radicata,0,0,0,1,0,['red_list']
hypochaeris-uniflora,0,0,0,1,0,['red_list']
hyssopus-officinalis,0,0,0,1,0,['red_list']
iberis-amara,0,0,1,1,0,['under_sampled' 'red_list']
iberis-intermedia,0,0,0,1,0,['red_list']
iberis-pinnata,0,0,1,1,0,['under_sampled' 'red_list']
iberis-saxatilis,0,0,0,1,0,['red_list']
ilex-aquifolium,0,0,0,1,1,['red_list' 'cert_list']
illecebrum-verticillatum,0,0,0,1,0,['red_list']
impatiens-balfourii,0,1,0,0,0,['WL']
impatiens-glandulifera,1,0,0,0,1,['BL' 'cert_list']
impatiens-noli-tangere,0,0,0,1,1,['red_list' 'cert_list']
impatiens-parviflora,0,0,0,0,1,['cert_list']
inula-britannica,0,0,0,1,0,['red_list']
inula-conyzae,0,0,0,1,0,['red_list']
inula-helvetica,0,0,0,1,0,['red_list']
inula-hirta,0,0,0,1,0,['red_list']
inula-salicina,0,0,0,1,0,['red_list']
inula-spiraeifolia,0,0,0,1,0,['red_list']
iris-graminea,0,0,0,1,0,['red_list']
iris-pseudacorus,0,0,0,1,1,['red_list' 'cert_list']
iris-sibirica,0,0,0,1,1,['red_list' 'cert_list']
iris-×germanica,0,0,0,1,0,['red_list']
isatis-tinctoria,0,0,0,1,0,['red_list']
isolepis-setacea,0,0,0,1,0,['red_list']
isopyrum-thalictroides,0,0,0,1,0,['red_list']
isoëtes-echinospora,0,0,1,1,0,['under_sampled' 'red_list']
isoëtes-lacustris,0,0,0,1,0,['red_list']
jasione-montana,0,0,0,1,0,['red_list']
juglans-regia,0,0,0,1,1,['red_list' 'cert_list']
juncus-acutiflorus,0,0,0,1,0,['red_list']
juncus-alpinoarticulatus,0,0,0,1,1,['red_list' 'cert_list']
juncus-ambiguus,0,0,0,1,0,['red_list']
juncus-arcticus,0,0,0,1,0,['red_list']
juncus-articulatus,0,0,0,1,0,['red_list']
juncus-bufonius,0,0,0,1,0,['red_list']
juncus-bulbosus,0,0,0,1,0,['red_list']
juncus-capitatus,0,0,0,1,0,['red_list']
juncus-castaneus,0,0,0,1,0,['red_list']
juncus-compressus,0,0,0,1,0,['red_list']
juncus-conglomeratus,0,0,0,1,0,['red_list']
juncus-effusus,0,0,0,1,1,['red_list' 'cert_list']
juncus-filiformis,0,0,0,1,0,['red_list']
juncus-inflexus,0,0,0,1,1,['red_list' 'cert_list']
juncus-jacquinii,0,0,0,1,0,['red_list']
juncus-monanthos,0,0,1,1,0,['under_sampled' 'red_list']
juncus-sphaerocarpus,0,0,0,1,0,['red_list']
juncus-squarrosus,0,0,0,1,0,['red_list']
juncus-stygius,0,0,0,1,0,['red_list']
juncus-subnodulosus,0,0,0,1,0,['red_list']
juncus-tenageia,0,0,1,1,0,['under_sampled' 'red_list']
juncus-trifidus,0,0,0,1,1,['red_list' 'cert_list']
juncus-triglumis,0,0,0,1,0,['red_list']
juniperus-communis,0,0,0,3,2,['red_list' 'cert_list']
juniperus-sabina,0,0,0,1,1,['red_list' 'cert_list']
kernera-saxatilis,0,0,0,1,1,['red_list' 'cert_list']
kickxia-elatine,0,0,0,1,0,['red_list']
kickxia-spuria,0,0,0,1,0,['red_list']
knautia-arvensis,0,0,0,1,1,['red_list' 'cert_list']
knautia-dipsacifolia,0,0,0,3,1,['red_list' 'cert_list']
knautia-drymeia,0,0,0,1,0,['red_list']
knautia-godetii,0,0,0,1,0,['red_list']
knautia-purpurea,0,0,0,1,0,['red_list']
knautia-transalpina,0,0,0,1,0,['red_list']
knautia-velutina,0,0,0,1,0,['red_list']
kobresia-simpliciuscula,0,0,0,1,0,['red_list']
koeleria-eriostachya,0,0,1,1,0,['under_sampled' 'red_list']
koeleria-hirsuta,0,0,1,1,0,['under_sampled' 'red_list']
koeleria-macrantha,0,0,0,1,0,['red_list']
koeleria-pyramidata,0,0,0,2,0,['red_list']
koeleria-vallesiana,0,0,0,1,0,['red_list']
laburnum-alpinum,0,0,0,1,0,['red_list']
laburnum-anagyroides,0,0,0,1,1,['red_list' 'cert_list']
lactuca-perennis,0,0,0,1,0,['red_list']
lactuca-saligna,0,0,0,1,0,['red_list']
lactuca-serriola,0,0,0,1,0,['red_list']
lactuca-viminea,0,0,0,1,0,['red_list']
lactuca-virosa,0,0,0,1,0,['red_list']
lamium-album,0,0,0,1,1,['red_list' 'cert_list']
lamium-amplexicaule,0,0,0,1,0,['red_list']
lamium-galeobdolon,0,0,0,3,1,['red_list' 'cert_list']
lamium-hybridum,0,0,0,1,0,['red_list']
lamium-maculatum,0,0,0,1,1,['red_list' 'cert_list']
lamium-purpureum,0,0,0,1,1,['red_list' 'cert_list']
lappula-deflexa,0,0,0,1,0,['red_list']
lappula-squarrosa,0,0,0,1,0,['red_list']
lapsana-communis,0,0,0,1,1,['red_list' 'cert_list']
larix-decidua,0,0,0,1,1,['red_list' 'cert_list']
laserpitium-gaudinii,0,0,0,1,0,['red_list']
laserpitium-halleri,0,0,0,1,0,['red_list']
laserpitium-latifolium,0,0,0,1,1,['red_list' 'cert_list']
laserpitium-prutenicum,0,0,0,1,0,['red_list']
laserpitium-siler,0,0,0,1,1,['red_list' 'cert_list']
lathraea-squamaria,0,0,0,1,0,['red_list']
lathyrus-aphaca,0,0,0,1,0,['red_list']
lathyrus-bauhinii,0,0,0,1,0,['red_list']
lathyrus-cicera,0,0,0,1,0,['red_list']
lathyrus-heterophyllus,0,0,0,1,0,['red_list']
lathyrus-hirsutus,0,0,0,1,0,['red_list']
lathyrus-latifolius,0,0,0,1,0,['red_list']
lathyrus-linifolius,0,0,0,1,0,['red_list']
lathyrus-niger,0,0,0,1,0,['red_list']
lathyrus-nissolia,0,0,0,1,0,['red_list']
lathyrus-occidentalis,0,0,0,1,0,['red_list']
lathyrus-palustris,0,0,0,1,0,['red_list']
lathyrus-pratensis,0,0,0,1,1,['red_list' 'cert_list']
lathyrus-sphaericus,0,0,0,1,0,['red_list']
lathyrus-sylvestris,0,0,0,1,0,['red_list']
lathyrus-tuberosus,0,0,0,1,0,['red_list']
lathyrus-venetus,0,0,0,1,0,['red_list']
lathyrus-vernus,0,0,0,3,1,['red_list' 'cert_list']
laurus-nobilis,0,0,0,1,0,['red_list']
leersia-oryzoides,0,0,0,1,0,['red_list']
legousia-hybrida,0,0,0,1,0,['red_list']
legousia-speculum-veneris,0,0,0,1,0,['red_list']
lemna-gibba,0,0,0,1,0,['red_list']
lemna-minor,0,0,0,1,1,['red_list' 'cert_list']
lemna-trisulca,0,0,0,1,0,['red_list']
lemna-turionifera,0,0,0,1,0,['red_list']
leontodon-autumnalis,0,0,0,1,0,['red_list']
leontodon-crispus,0,0,0,1,0,['red_list']
leontodon-helveticus,0,0,0,1,1,['red_list' 'cert_list']
leontodon-hispidus,0,0,2,6,1,['under_sampled' 'red_list' 'cert_list']
leontodon-incanus,0,0,1,3,0,['under_sampled' 'red_list']
leontodon-montanus,0,0,0,1,0,['red_list']
leontodon-saxatilis,0,0,0,1,0,['red_list']
leontopodium-alpinum,0,0,0,1,1,['red_list' 'cert_list']
leonurus-cardiaca,0,0,0,1,0,['red_list']
lepidium-campestre,0,0,0,1,0,['red_list']
lepidium-graminifolium,0,0,0,1,0,['red_list']
lepidium-ruderale,0,0,0,1,0,['red_list']
leucanthemopsis-alpina,0,0,0,3,1,['red_list' 'cert_list']
leucanthemum-adustum,0,0,0,1,1,['red_list' 'cert_list']
leucanthemum-gaudinii,0,0,0,1,0,['red_list']
leucanthemum-halleri,0,0,0,1,0,['red_list']
leucanthemum-heterophyllum,0,0,1,1,0,['under_sampled' 'red_list']
leucanthemum-vulgare,0,0,0,2,1,['red_list' 'cert_list']
leucojum-aestivum,0,0,0,1,0,['red_list']
leucojum-vernum,0,0,0,1,1,['red_list' 'cert_list']
ligusticum-lucidum,0,0,1,1,0,['under_sampled' 'red_list']
ligusticum-mutellina,0,0,0,1,1,['red_list' 'cert_list']
ligusticum-mutellinoides,0,0,0,1,0,['red_list']
ligustrum-vulgare,0,0,0,1,1,['red_list' 'cert_list']
lilium-bulbiferum,0,0,0,3,0,['red_list']
lilium-martagon,0,0,0,1,1,['red_list' 'cert_list']
limodorum-abortivum,0,0,0,1,0,['red_list']
limosella-aquatica,0,0,0,1,0,['red_list']
linaria-alpina,0,0,0,3,1,['red_list' 'cert_list']
linaria-angustissima,0,0,1,1,0,['under_sampled' 'red_list']
linaria-arvensis,0,0,0,1,0,['red_list']
linaria-repens,0,0,0,1,0,['red_list']
linaria-simplex,0,0,0,1,0,['red_list']
linaria-vulgaris,0,0,0,1,1,['red_list' 'cert_list']
lindernia-procumbens,0,0,0,1,0,['red_list']
linnaea-borealis,0,0,0,1,0,['red_list']
linum-alpinum,0,0,0,1,0,['red_list']
linum-austriacum,0,0,0,1,0,['red_list']
linum-catharticum,0,0,0,1,1,['red_list' 'cert_list']
linum-tenuifolium,0,0,0,1,0,['red_list']
liparis-loeselii,0,0,0,1,0,['red_list']
listera-cordata,0,0,0,1,0,['red_list']
listera-ovata,0,0,0,1,1,['red_list' 'cert_list']
lithospermum-officinale,0,0,0,1,0,['red_list']
littorella-uniflora,0,0,0,1,0,['red_list']
lloydia-serotina,0,0,0,1,1,['red_list' 'cert_list']
loiseleuria-procumbens,0,0,0,1,1,['red_list' 'cert_list']
lolium-multiflorum,0,0,0,0,1,['cert_list']
lolium-perenne,0,0,0,1,1,['red_list' 'cert_list']
lolium-remotum,0,0,0,1,0,['red_list']
lolium-rigidum,0,0,0,1,0,['red_list']
lolium-temulentum,0,0,0,1,0,['red_list']
lomatogonium-carinthiacum,0,0,0,1,0,['red_list']
lomelosia-graminifolia,0,0,0,1,0,['red_list']
lonicera-alpigena,0,0,0,1,1,['red_list' 'cert_list']
lonicera-caerulea,0,0,0,1,1,['red_list' 'cert_list']
lonicera-etrusca,0,0,0,1,0,['red_list']
lonicera-henryi,1,0,0,0,0,['BL']
lonicera-japonica,1,0,0,0,0,['BL']
